hours work per week,number of children,age,education,sex,race,religious preference,religious services frequency,abortion,ideal number of children,sex education,homosexual,own gun,tv hours per week,email hours per week,racial discrimination at work,days of poor mental health,sexual orientation,ballot,life now,confidence in government
-100,0,58,14,1,3,4,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,37,19,2,3,2,0,1,-100,-100,4,1,-100,-100,2,0,3,3,8,-100
-100,3,68,14,2,1,1,6,-100,3,2,1,2,5,3,-100,-100,-100,1,-100,-100
-100,2,68,15,2,3,1,5,-100,2,2,-100,-100,2,5,-100,-100,3,2,-100,-100
-100,3,35,12,2,3,2,1,1,-100,-100,3,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,41,15,2,3,2,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,0,28,14,1,1,4,0,1,2,1,4,2,2,40,2,1,-100,1,8,-100
-100,0,53,16,2,1,2,6,-100,-100,-100,4,2,-100,-100,2,12,3,3,6,-100
-100,2,63,12,2,1,1,2,-100,-100,-100,4,2,-100,-100,2,2,3,3,8,-100
-100,1,71,18,2,1,1,1,-100,2,1,-100,-100,2,5,-100,-100,3,2,-100,1
-100,3,56,12,2,1,1,8,-100,-100,-100,1,2,-100,-100,2,0,3,3,9,-100
-100,3,44,14,2,1,1,7,2,3,1,4,1,5,5,-100,-100,-100,1,-100,-100
-100,0,26,12,2,1,1,2,-100,4,1,-100,-100,3,0,-100,-100,-100,2,-100,-100
-100,3,67,20,2,1,1,2,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,-100
-100,0,49,8,1,1,-98,2,-100,2,1,-100,-100,3,7,-100,-100,3,2,-100,2
-100,0,32,16,1,3,9,7,1,-100,-100,4,2,-100,-100,2,2,3,3,8,-100
-100,0,39,12,2,3,11,0,-100,2,1,-100,-100,1,1,2,0,-100,2,8,-100
-100,1,61,12,2,1,10,2,-100,2,1,-100,-100,2,0,-100,-100,-100,2,-100,-100
-100,0,55,17,2,3,2,0,1,-100,-100,4,2,-100,-100,2,0,1,3,9,-100
-100,0,65,16,1,1,4,0,-100,3,1,-100,-100,6,0,-100,-100,-100,2,-100,-100
-100,2,61,11,-97,1,1,2,-100,4,1,-97,2,4,1,2,-97,-100,1,8,-100
-100,0,28,12,2,1,5,7,1,2,1,4,1,5,2,2,12,-100,1,8,-100
-100,4,60,16,2,1,2,1,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,4,63,15,1,3,2,3,-100,2,1,-100,-100,3,3,-100,-100,-100,2,-100,1
-100,1,78,17,2,1,2,7,-100,4,2,-100,-100,0,0,-100,-100,-100,2,-100,1
-100,0,23,12,1,1,2,-99,-100,8,1,4,2,5,0,-100,-100,-100,1,-100,-100
-100,1,60,13,2,1,4,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,3
-100,0,26,12,2,1,4,0,-100,2,1,-100,-100,3,1,2,30,3,2,8,-100
-100,5,54,6,1,3,2,7,-98,4,1,1,2,1,0,2,0,-100,1,10,-100
-100,2,83,12,2,1,1,0,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,3,65,16,1,1,1,7,2,4,2,1,1,6,2,-100,-100,-100,1,-100,-100
-100,1,39,12,1,1,2,3,2,-100,-100,2,2,-100,-100,2,0,3,3,9,-100
-100,8,68,12,2,3,2,1,-100,2,1,-100,-100,3,12,2,0,3,2,9,-100
-100,0,66,17,2,2,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,2,75,16,1,2,1,3,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,1
-100,0,36,16,1,3,4,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,3
-100,2,64,9,1,3,4,0,-100,4,1,-100,-100,0,0,-100,-100,3,2,-100,1
-100,8,89,11,1,1,2,1,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,-100,-99,12,1,1,2,0,2,3,2,1,3,2,1,2,2,-100,1,6,-100
-100,0,73,16,1,1,4,0,1,2,1,1,1,7,0,-100,-100,-100,1,-100,-100
-100,5,56,12,1,2,1,7,-100,3,2,-100,-100,1,60,2,0,3,2,9,-100
-100,1,33,16,1,-100,2,2,1,3,1,4,3,15,6,2,0,-100,1,-98,-100
-100,0,23,16,1,3,2,2,-100,2,1,4,2,2,0,2,15,-100,1,5,-100
-100,0,54,14,1,1,1,5,-100,-100,-100,4,2,-100,-100,2,2,3,3,7,-100
-100,0,22,12,2,2,4,3,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,22,12,1,1,4,1,-100,3,-98,-98,2,1,50,2,-98,-100,1,-98,3
-100,2,30,12,2,3,2,0,-100,-100,-100,4,2,-100,-100,-97,-97,-97,3,-97,-100
-100,1,52,18,2,1,4,0,1,2,1,4,2,1,4,2,15,-100,1,7,2
-100,2,-99,11,-99,1,4,0,-100,3,1,-100,-100,2,-99,-100,-100,-100,2,-100,-100
35,0,47,16,2,2,1,7,-100,8,1,-100,-100,3,2,1,0,3,2,-98,1
-100,2,54,14,2,3,2,2,2,-100,-100,4,2,-100,-100,2,0,3,3,-98,-100
-100,0,33,16,1,3,2,0,-100,8,1,-100,-100,3,15,2,10,-100,2,5,-100
40,1,20,12,1,3,4,0,-100,4,1,4,2,10,8,2,15,-100,1,7,1
-100,0,48,6,2,3,2,2,-100,4,1,-100,-100,5,1,-100,-100,-98,2,-100,-100
-100,5,-99,16,1,1,2,1,2,3,1,4,1,2,38,2,0,-100,1,10,-100
-100,0,35,11,2,3,2,1,-100,3,1,-100,-100,3,0,1,7,-100,2,9,-100
40,2,-99,15,2,1,-99,8,-100,3,2,1,2,2,4,2,0,-100,1,8,-100
-100,1,39,12,2,1,2,1,-100,8,1,-100,-100,3,5,-100,-100,-100,2,-100,1
-100,3,39,16,1,1,1,7,1,-100,-100,4,2,-100,-100,2,5,3,3,8,1
-100,2,31,12,1,3,2,2,2,-100,-100,3,1,-100,-100,2,0,3,3,10,2
-100,3,37,10,2,3,2,5,-100,3,1,-100,-100,0,0,-100,-100,-100,2,-100,2
-100,1,30,16,2,3,2,0,-100,8,1,-100,-100,4,-100,1,15,-100,2,-98,3
-100,0,24,17,2,1,1,7,-100,-100,-100,3,2,-100,-100,2,-97,3,3,-98,1
-100,0,26,14,1,3,2,0,-100,4,1,3,1,2,0,2,5,-100,1,6,-100
-100,0,21,14,1,1,4,1,-100,3,1,-100,-100,1,1,2,12,2,2,8,-100
-100,1,66,13,1,1,1,0,-100,2,1,-100,-100,6,3,-100,-100,-100,2,-100,2
-100,4,33,14,2,1,4,1,-100,3,1,-100,-100,0,5,2,0,-98,2,1,-100
-100,0,67,10,1,1,4,0,2,2,1,4,1,6,0,-100,-100,-100,1,-100,-100
-100,8,74,6,1,3,2,2,-100,3,1,-100,-100,5,-99,-100,-100,-100,2,-100,-100
-100,2,47,14,1,3,2,0,-100,3,1,-100,-100,2,2,2,0,3,2,8,-100
-100,0,24,12,1,1,4,0,-100,2,1,-100,-100,10,0,2,15,-100,2,8,-100
-100,3,57,14,2,3,1,5,-100,2,1,-100,-100,8,6,2,25,3,2,9,-100
-100,0,23,12,1,1,2,1,-100,3,1,-100,-100,5,1,2,0,3,2,9,-100
-100,1,56,19,2,2,1,4,1,-100,-100,4,1,-100,-100,2,4,3,3,10,1
-100,5,73,13,1,1,2,1,2,-100,-100,4,2,-100,-100,2,0,3,3,9,-100
-100,1,63,12,2,1,4,3,-100,8,1,-100,-100,4,1,2,10,-100,2,5,-100
-100,2,66,12,1,1,4,0,1,-100,-100,4,1,-100,-100,2,0,3,3,-98,-100
40,0,42,16,2,1,1,1,-100,8,1,-100,-100,2,3,2,2,3,2,8,-100
-100,0,74,16,1,1,3,4,-100,-100,-100,3,2,-100,-100,-100,-100,3,3,-100,1
-100,0,62,16,2,1,1,3,-100,8,1,4,2,2,0,2,0,-100,1,6,-100
-100,2,57,18,2,1,1,2,1,2,1,4,1,3,1,-100,-100,-100,1,-100,-100
-100,2,79,17,2,1,3,5,-100,2,1,-100,-100,2,8,-100,-100,-100,2,-100,1
-100,0,39,14,1,1,4,0,1,2,1,4,2,2,10,2,20,-100,1,7,-100
-100,2,62,18,2,1,4,0,-100,8,1,-100,-100,3,2,-100,-100,-100,2,-100,-100
-100,3,49,12,1,1,2,4,-100,3,1,-100,-100,4,12,2,0,-97,2,7,1
-100,0,70,10,1,2,1,0,-100,7,-98,1,2,18,-100,-100,-100,-100,1,-100,-100
-100,3,27,12,2,2,1,2,1,-100,-100,4,1,-100,-100,-100,-100,1,3,-100,-100
-100,4,57,12,1,2,1,7,-100,8,1,1,1,3,2,-100,-100,-100,1,-100,-100
-100,1,-99,12,1,2,1,3,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,3,62,16,1,2,1,1,-100,-100,1,4,2,12,3,-100,-100,-100,1,-100,-100
-100,2,66,16,1,2,1,0,-100,2,1,-100,-100,7,0,-100,-100,-100,2,-100,-100
-100,0,54,12,1,2,4,1,1,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
-100,0,68,14,1,1,1,1,-100,3,1,2,2,2,-100,-100,-100,-100,1,-100,-100
-100,0,53,16,1,2,4,4,1,3,1,4,2,2,1,-100,-100,-100,1,-100,2
-100,3,31,14,2,2,1,0,1,-100,-100,4,2,-100,-100,-100,-100,2,3,-100,1
-100,3,45,11,2,2,1,4,-100,8,1,-100,-100,3,1,2,10,-100,2,8,-100
-100,0,40,9,2,2,4,0,-100,8,2,-100,-100,0,-100,-100,-100,3,2,-100,-100
-100,0,18,12,1,2,4,2,-100,8,1,-100,-100,6,8,-100,-100,1,2,-100,2
-100,3,70,16,1,3,2,3,-100,-100,-100,4,1,-100,-100,2,0,3,3,10,-100
-100,4,33,12,2,3,4,3,2,2,1,4,2,0,10,2,0,-100,1,8,-100
-100,2,66,18,1,1,2,3,-100,-100,-100,4,1,-100,-100,2,3,3,3,8,-100
-100,8,68,12,-98,2,5,7,-100,8,2,4,2,1,-100,-100,-100,-100,1,-100,-100
-100,0,45,18,1,1,1,1,-100,2,1,4,2,3,20,-100,-100,-100,1,-100,1
-100,4,68,16,2,1,2,3,1,-100,-100,3,2,-100,-100,-100,-100,3,3,-100,1
-100,4,59,16,2,1,2,4,-100,4,1,-100,-100,2,0,2,0,-100,2,-98,-100
-100,3,70,17,2,1,2,7,1,8,1,4,2,2,8,-100,-100,-100,1,-100,1
-100,3,75,12,1,1,2,3,1,-100,-100,2,2,-100,-100,-100,-100,3,3,-100,2
60,2,39,19,1,1,2,1,1,-100,-100,4,2,-100,-100,2,0,1,3,10,1
-100,3,71,14,1,1,2,3,-100,3,2,-100,-100,10,10,-100,-100,3,2,-100,2
-100,2,63,16,1,1,1,2,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,54,16,2,1,2,7,1,-100,-100,4,2,-100,-100,2,0,3,3,9,3
-100,2,77,18,2,1,1,0,1,2,1,4,2,8,10,2,0,-100,1,5,2
-100,2,89,12,2,1,2,3,-100,4,2,-100,-100,1,0,-100,-100,3,2,-100,-100
-100,0,58,13,1,1,2,2,-100,2,2,3,2,1,2,-100,-100,-100,1,-100,3
-100,1,89,12,2,1,2,5,-100,4,2,-100,-100,2,0,-100,-100,-100,2,-100,-100
40,2,39,16,1,1,4,1,-100,8,1,-100,-100,1,25,2,5,3,2,9,1
-100,0,20,12,2,3,2,0,-100,8,1,-100,-100,6,1,-100,-100,-98,2,-100,-100
-100,8,22,13,1,1,4,8,-100,8,2,-100,-100,-97,-100,-100,-100,-100,2,-100,-100
-100,1,72,12,2,1,1,0,-100,3,1,-100,-100,3,0,-100,-100,-100,2,-100,-100
-100,0,22,14,2,3,2,2,-100,2,1,-100,-100,5,4,2,-97,3,2,9,1
-100,1,65,14,2,1,10,6,-100,2,1,1,2,1,-100,-100,-100,-100,1,-100,-100
-100,1,51,14,1,2,11,7,-100,-100,-100,4,1,-100,-100,2,0,3,3,10,-100
-100,8,30,16,1,1,4,0,-100,4,1,-100,-100,1,5,1,30,-100,2,6,2
-100,0,60,6,1,1,2,0,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,57,12,1,1,2,3,-100,3,1,-100,-100,2,2,2,0,3,2,9,3
-100,3,48,14,1,1,2,7,2,-100,-100,4,1,-100,-100,2,0,3,3,9,3
-100,0,46,8,1,1,2,2,1,3,1,1,2,5,1,-100,-100,-100,1,-100,-100
-100,2,62,12,1,-100,1,7,1,-100,-100,1,2,-100,-100,2,0,-99,3,-98,-100
-100,1,57,14,2,1,2,0,-100,3,1,-100,-100,6,0,2,0,-100,2,8,-100
-100,2,32,9,1,2,1,4,1,2,1,1,2,7,72,-100,-100,-100,1,-100,1
-100,5,61,12,2,2,1,7,-100,2,1,1,1,2,0,-100,-100,-100,1,-100,-100
-100,0,60,12,2,3,2,0,-100,8,1,-100,-100,0,9,-100,-100,-100,2,-100,-100
-100,2,51,12,1,3,2,1,-100,3,1,-98,2,2,-98,-100,-100,-100,1,-100,-100
-100,0,84,12,2,1,1,7,-100,2,2,-100,-100,5,-100,-100,-100,-100,2,-100,-100
-100,0,29,16,2,1,2,2,1,2,1,4,2,2,25,2,5,-100,1,8,-100
-100,0,31,16,2,1,1,1,-100,8,1,-100,-100,1,1,2,2,3,2,8,1
-100,4,77,16,2,1,2,6,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,40,16,1,1,4,1,1,8,1,4,2,2,25,2,3,-100,1,8,2
-100,0,20,14,2,1,2,2,-100,3,1,-100,-100,2,1,-100,-100,-100,2,-100,2
-100,0,23,14,1,1,2,0,1,-100,-100,4,2,-100,-100,2,30,3,3,-98,-100
-100,0,24,16,2,1,1,1,-100,8,1,-100,-100,3,3,2,20,3,2,7,-100
-100,0,63,20,1,2,1,8,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,46,18,1,1,2,6,-100,3,1,-100,-100,1,20,2,0,-100,2,10,1
-100,0,31,18,1,1,2,7,-100,-100,-100,1,2,-100,-100,2,2,3,3,10,-100
-100,0,85,12,2,1,2,8,-99,-100,-100,-99,2,-100,-100,-100,-100,3,3,-100,-100
-100,5,42,14,1,2,1,1,-100,2,1,-100,-100,0,7,2,0,3,2,10,2
-100,0,22,15,1,1,2,0,1,2,1,4,1,2,2,2,3,-100,1,9,3
40,1,62,12,1,1,2,2,-100,8,1,-100,-100,4,6,2,0,-100,2,10,1
-100,3,-99,20,2,1,2,6,-100,8,1,4,-97,4,10,-100,-100,-100,1,-100,2
-100,3,39,16,1,1,2,4,-100,8,1,-100,-100,3,6,2,3,3,2,9,-100
-100,2,63,17,2,1,1,3,-100,2,2,-100,-100,4,20,2,0,-100,2,8,-100
-100,2,49,17,2,1,11,7,2,3,2,4,1,2,6,1,1,-100,1,10,-100
-100,0,59,16,2,1,1,6,-100,8,1,1,2,0,10,2,0,-100,1,8,-100
-100,0,75,16,2,1,2,1,1,-100,-100,4,1,-100,-100,-100,-100,2,3,-100,1
-100,0,29,12,1,1,2,2,1,-100,-100,4,2,-100,-100,2,0,-98,3,8,-100
-100,1,45,16,2,1,4,0,1,2,1,4,2,2,40,2,3,-100,1,10,1
-97,-100,55,16,2,1,1,6,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,79,14,2,1,1,6,-100,4,2,-100,-100,5,1,-100,-100,-100,2,-100,2
-100,0,29,13,1,1,5,2,1,2,1,4,2,2,4,2,5,-100,1,7,1
-100,1,29,12,1,1,1,2,-99,2,1,4,1,1,0,2,15,-100,1,8,-100
-100,1,32,13,2,1,2,2,-100,3,1,-100,-100,2,26,2,2,3,2,8,-100
-100,0,21,16,1,1,1,1,-100,2,1,-100,-100,4,10,2,15,3,2,6,3
-100,3,39,12,1,1,2,5,-100,3,1,-100,-100,2,20,2,4,3,2,8,2
-100,2,-99,17,1,1,1,1,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,-99,-99,-99,1,-99,-100,2,-100,-100,1,-97,-100,-100,-100,-100,-100,3,-100,-100
-100,0,31,15,2,1,4,0,1,-100,-100,4,2,-100,-100,2,10,3,3,6,-100
-100,0,33,12,2,1,4,1,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,-100
-100,1,71,12,2,1,2,6,1,-100,-100,3,2,-100,-100,2,4,3,3,9,2
-100,0,39,16,1,1,4,0,-100,2,1,-100,-100,4,10,2,23,-100,2,7,1
-100,0,32,18,1,1,1,1,1,3,1,4,2,3,5,-100,-100,-100,1,-100,-100
-100,2,47,18,1,1,2,0,-100,2,1,4,1,3,3,2,0,-100,1,10,2
-100,1,48,14,1,3,1,2,-100,4,1,-100,-100,2,10,1,7,-100,2,6,-100
-100,3,46,12,1,2,1,0,-100,3,1,4,1,0,4,2,5,-100,1,9,-100
-100,2,21,14,2,1,2,1,-100,-100,-100,2,2,-100,-100,2,5,3,3,8,-100
-100,2,42,16,1,3,4,0,-100,2,1,-100,-100,1,25,2,0,3,2,10,-100
-100,0,64,14,2,2,1,8,-100,8,2,1,2,4,2,2,0,-100,1,-98,-100
-100,0,29,17,2,1,4,0,1,-100,-100,4,2,-100,-100,2,30,2,3,8,-100
-100,1,36,14,2,3,2,2,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,-99,20,1,2,1,7,-100,3,1,1,2,1,5,2,0,-100,1,10,-100
-100,3,65,18,2,2,1,3,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
-100,0,56,16,2,1,1,3,1,8,1,4,2,8,50,2,0,-100,1,8,3
-100,0,32,15,2,1,4,1,2,3,1,4,2,1,-98,2,30,-100,1,-98,-100
-100,4,61,20,2,2,1,8,2,4,1,1,2,0,1,-100,-100,-100,1,-100,-100
-100,1,56,16,2,1,2,3,-100,-100,-100,4,2,-100,-100,2,5,3,3,6,-100
-100,3,33,13,2,1,2,1,-100,3,1,-100,-100,1,20,2,10,-100,2,9,-100
-100,2,72,20,2,1,2,2,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,3,36,-99,2,-100,2,7,-100,-100,-100,1,2,-100,-100,2,0,-98,3,10,-100
-100,2,44,8,1,3,10,2,-100,8,1,4,2,1,1,2,0,-100,1,-98,-100
-100,2,49,12,2,2,2,1,1,4,1,4,2,6,4,2,3,-100,1,7,-100
-100,1,42,15,2,-100,4,0,-100,-100,-100,4,-97,-100,-100,-100,-100,3,3,-100,-100
-100,4,65,18,1,1,1,7,-100,2,1,-100,-100,3,25,2,0,3,2,-98,1
-100,2,45,14,2,1,2,3,1,-100,-100,4,2,-100,-100,-100,-100,-100,3,-100,-100
-100,0,26,16,2,1,4,0,-100,8,1,4,1,2,20,-97,-97,-100,1,-97,-100
-100,1,62,16,2,1,4,2,-100,8,1,-100,-100,4,7,2,0,-100,2,9,3
-100,2,-99,15,2,1,4,1,-97,8,1,4,-97,3,5,2,10,-100,1,6,2
-100,2,68,12,1,1,4,2,-100,3,1,-100,-100,8,3,2,0,3,2,10,-100
-100,4,68,16,2,1,1,1,-100,2,1,-100,-100,2,1,-100,-100,-100,2,-100,1
40,2,44,15,2,1,4,0,1,4,1,4,2,1,2,2,30,-100,1,6,1
-100,2,-99,16,2,1,4,0,-100,2,1,-100,-100,2,1,-100,-100,-100,2,-100,-100
-100,0,26,17,2,1,2,3,1,8,1,4,1,1,10,2,0,-100,1,10,-100
-100,0,21,12,2,1,4,0,-100,3,1,4,2,0,0,1,-97,-100,1,8,-100
-100,2,61,16,2,1,4,0,-100,2,1,-100,-100,2,2,-100,-100,3,2,-100,-100
-100,1,64,18,1,1,1,5,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
-100,2,57,20,2,1,4,0,1,-100,-100,4,2,-100,-100,2,0,3,3,9,1
-100,3,61,19,1,1,4,4,-100,2,1,-100,-100,0,12,2,0,-100,2,10,-100
-100,0,18,12,2,1,4,0,-100,2,1,4,2,3,0,2,2,-100,1,8,1
-100,3,58,19,2,1,1,1,1,8,1,4,2,1,20,2,4,-100,1,9,1
-100,0,61,12,2,2,2,2,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,69,20,2,2,1,7,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,1
-100,2,60,16,1,2,2,5,-100,2,1,-100,-100,5,3,-100,-100,-100,2,-100,-100
-100,8,51,12,1,2,1,2,1,-100,-100,4,2,-100,-100,1,1,3,3,10,-100
-100,8,79,16,2,1,3,3,-100,8,1,1,2,1,1,-100,-100,-100,1,-100,1
-100,4,71,14,2,1,3,7,2,-100,-100,1,2,-100,-100,2,0,3,3,10,-97
-100,4,49,20,1,1,3,7,1,4,1,1,2,0,23,2,7,-100,1,8,-100
-100,3,-99,14,1,2,1,5,-100,-100,-100,1,2,-100,-100,2,0,3,3,7,-100
-100,1,72,16,1,2,1,2,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,38,12,1,1,4,0,2,2,1,4,1,1,0,2,5,-100,1,6,-100
-100,4,65,12,2,2,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,56,15,1,-100,1,8,-100,-100,-100,4,2,-100,-100,-99,-99,3,3,10,-100
-100,2,-99,12,1,1,2,5,-100,2,2,-100,-100,2,7,1,0,-100,2,8,-100
-100,4,40,12,2,2,1,3,-98,-100,-100,-99,2,-100,-100,2,0,3,3,-98,1
-100,1,71,20,2,1,2,3,1,2,1,4,2,4,5,2,0,-100,1,9,-100
-100,3,70,16,2,2,1,7,1,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,29,16,1,1,4,0,1,-100,-100,4,2,-100,-100,2,0,1,3,8,-100
-100,1,29,12,2,2,1,2,-100,2,1,-100,-100,0,40,2,3,-100,2,8,-100
-100,1,80,9,1,2,4,0,-100,2,1,-100,-100,0,-100,-100,-100,3,2,-100,-100
-100,0,28,20,1,2,1,7,-100,-100,-100,4,2,-100,-100,2,10,3,3,8,2
-100,0,62,20,2,1,1,0,-100,2,1,-100,-100,4,40,2,0,1,2,6,1
-100,0,36,18,1,1,2,1,-100,-100,-100,4,2,-100,-100,2,-100,-100,3,-100,-100
-100,0,37,16,1,1,2,2,1,2,1,4,2,3,1,-100,-100,-100,1,-100,1
-100,0,43,12,1,3,4,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,37,19,2,1,3,1,-100,1,1,-100,-100,1,40,2,7,3,2,7,1
-100,0,34,16,1,1,4,2,-100,3,1,4,2,0,20,2,3,-100,1,8,1
-100,0,34,16,2,1,4,2,-100,8,1,-100,-100,7,10,2,7,2,2,8,-100
-100,4,80,12,2,1,2,7,-100,-100,-100,4,1,-100,-100,2,15,3,3,8,-100
-100,0,70,16,1,1,2,1,-100,8,1,-100,-100,3,8,-100,-100,3,2,-100,1
-100,3,61,14,2,1,4,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,1
-100,0,24,12,1,-100,1,2,1,8,1,1,2,2,44,2,7,-100,1,-98,-100
-100,7,52,11,2,3,1,2,1,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
-100,1,53,17,1,1,3,6,-100,2,1,4,1,4,25,2,7,-100,1,8,-100
-100,0,32,16,2,3,6,1,-100,-100,-100,4,2,-100,-100,2,0,2,3,9,1
-100,2,49,18,2,1,4,1,-100,2,1,-100,-100,2,3,2,10,-100,2,10,-100
-100,2,65,12,1,2,1,1,1,3,1,1,2,6,0,-100,-100,-100,1,-100,-100
-100,0,23,16,2,1,4,2,-100,2,1,4,2,3,0,2,0,-100,1,7,2
-100,1,41,20,2,3,7,0,-100,2,1,-100,-100,0,5,2,0,-100,2,9,1
-100,0,21,12,2,2,4,0,1,-100,-100,4,2,-100,-100,2,5,2,3,9,1
-100,4,66,11,2,2,1,7,-100,7,1,-100,-100,8,0,-100,-100,-100,2,-100,-100
-100,8,36,20,2,-100,5,8,-100,8,2,-100,-100,7,0,-100,-100,-97,2,-100,2
-100,1,-99,14,2,1,1,7,1,-100,-100,4,2,-100,-100,-99,0,-100,3,-99,-100
-100,1,24,14,2,2,4,6,1,-100,-100,4,2,-100,-100,2,5,-98,3,6,3
-100,0,24,13,2,1,4,0,1,-100,-100,4,1,-100,-100,-100,-100,2,3,-100,-100
-100,3,45,14,1,1,5,0,-100,-100,-100,4,3,-100,-100,2,0,3,3,9,3
-100,0,49,18,2,2,1,6,1,8,1,1,2,12,9,2,0,-100,1,-98,-100
46,0,26,12,1,-100,4,0,-98,-100,-100,-99,2,-100,-100,2,0,3,3,9,-100
-100,1,-99,14,2,2,1,7,-100,2,1,1,2,2,4,2,-97,-100,1,8,1
-100,0,23,13,1,2,4,0,-100,-100,-100,4,2,-100,-100,2,5,1,3,5,-100
-100,0,47,16,2,3,7,3,-100,2,1,-100,-100,2,15,-100,-100,3,2,-100,-100
-100,2,-99,19,1,3,9,1,1,2,1,4,2,2,2,-100,-100,-100,1,-100,-100
-100,1,42,13,1,1,4,0,-100,8,1,-100,-100,2,1,2,0,-100,2,9,-100
-100,4,46,13,2,1,1,7,-100,4,2,-100,-100,2,2,-100,-100,3,2,-100,-100
-100,0,54,16,1,1,4,0,-100,8,1,4,2,2,15,2,5,-100,1,9,1
-100,0,42,14,1,3,2,2,-100,2,1,-100,-100,3,0,-100,-100,-100,2,-100,-100
-100,3,53,13,2,2,1,2,-100,3,1,-100,-100,2,8,2,0,-100,2,8,-100
-100,0,33,8,1,3,2,0,2,3,2,4,2,3,5,1,0,-100,1,7,-100
-100,2,-99,12,2,1,2,3,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,-99,16,1,2,1,3,-100,2,1,4,2,0,20,2,0,-100,1,7,-100
-100,0,35,17,2,1,1,2,-100,-100,-100,4,1,-100,-100,2,0,-98,3,10,-100
-100,2,63,16,2,1,4,-99,-100,2,1,-100,-100,1,20,2,0,-100,2,9,-100
-100,4,79,17,1,1,1,1,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,1
-100,0,58,18,1,1,2,8,-100,3,1,-100,-100,5,20,2,0,-100,2,9,-100
-100,0,18,12,2,2,4,0,-100,5,1,4,2,5,0,1,0,-100,1,5,-100
-100,3,68,17,1,1,2,2,-100,-100,-100,4,2,-100,-100,2,30,3,3,9,-100
-100,2,67,13,2,1,1,2,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,65,14,2,1,1,7,1,8,1,4,2,3,4,2,0,-100,1,10,-100
-100,0,72,16,2,1,4,1,1,-100,-100,4,2,-100,-100,-100,-100,-97,3,-100,-100
-100,0,-99,16,2,1,4,0,-100,2,1,-100,-100,3,0,2,-97,-97,2,8,-100
-100,4,61,20,1,1,1,1,1,4,1,4,1,4,2,-100,-100,-100,1,-100,1
-100,5,60,14,2,1,2,1,-100,2,1,-100,-100,2,2,2,0,3,2,8,-100
-100,0,31,16,2,1,1,2,1,-100,-100,4,2,-100,-100,2,0,3,3,8,1
-100,1,77,20,1,1,2,6,-100,2,1,3,2,4,6,-100,-100,-100,1,-100,2
-100,2,74,14,2,1,2,0,-100,-100,-100,4,2,-100,-100,2,0,3,3,-98,-100
-100,3,82,17,2,3,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
-100,0,27,16,2,1,2,2,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,3
-100,0,28,16,1,1,4,0,-100,2,1,4,2,1,0,2,15,-100,1,8,-100
-100,0,23,16,1,1,3,2,1,2,1,4,2,3,16,2,0,-100,1,10,2
-100,0,-99,16,2,1,1,1,-100,8,1,4,2,20,30,2,3,-100,1,8,-100
