hours work per week,number of children,age,education,sex,race,religious preference,religious services frequency,abortion,ideal number of children,sex education,homosexual,own gun,tv hours per week,email hours per week,racial discrimination at work,days of poor mental health,sexual orientation,ballot,life now,confidence in government
-100,3,36,12,2,1,4,3,-100,-100,-100,1,1,-100,-100,2,25,3,3,-98,-100
-100,1,28,12,1,1,4,0,-100,8,1,-100,-100,3,3,1,0,-100,2,7,-100
-100,2,66,12,1,3,1,0,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,48,12,2,1,11,0,1,-100,-100,1,2,-100,-100,-100,-100,-100,3,-100,-100
-100,2,23,6,2,3,4,0,-100,-100,1,-100,-100,0,-100,-100,-100,-100,2,-100,-97
-100,1,36,12,1,3,1,7,2,-100,-100,1,2,-100,-100,2,0,3,3,9,-100
-100,2,77,12,1,1,2,1,-100,2,1,-100,-100,3,4,-100,-100,-100,2,-100,-100
-100,4,67,11,2,1,1,0,2,-100,-100,3,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,28,12,2,1,1,7,-100,3,1,-100,-100,12,40,2,12,1,2,9,2
-100,0,21,12,1,2,2,5,-100,4,1,-100,-100,2,-99,-100,-100,3,2,-100,-100
-100,2,79,12,1,1,2,2,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,0,35,16,2,1,4,0,-100,8,1,4,1,2,0,2,4,-100,1,6,1
-100,0,23,14,2,3,2,7,-100,3,1,4,1,5,0,-100,-100,-100,1,-100,1
-100,0,64,12,1,1,2,0,1,8,2,4,-97,4,1,2,0,-100,1,7,-100
-100,2,74,12,1,1,1,0,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,3,65,14,2,1,2,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,3,60,12,2,1,1,0,-100,2,1,-100,-100,4,0,2,0,-100,2,-98,-100
-100,3,78,12,1,1,1,0,-100,8,2,1,2,5,20,-100,-100,-100,1,-100,-100
-100,0,50,8,1,1,2,2,-100,2,1,-100,-100,3,0,1,0,3,2,9,-100
-100,4,30,14,2,2,4,0,-100,5,1,4,2,2,10,2,-98,-100,1,8,-100
-100,0,34,12,1,2,4,0,-100,3,1,-100,-100,1,1,2,30,-100,2,5,-100
-100,1,42,19,1,2,4,0,1,-100,-100,4,1,-100,-100,1,1,3,3,8,2
-100,8,43,14,2,2,4,0,2,8,1,1,2,6,1,2,0,-100,1,-98,3
-100,2,32,11,2,2,1,7,-100,8,1,-100,-100,3,0,2,29,3,2,5,-100
-100,3,56,14,2,2,1,3,-100,3,1,1,2,8,2,-100,-100,-100,1,-100,-100
-100,0,24,13,1,1,4,1,-100,8,1,-100,-100,1,0,2,4,3,2,8,-100
-100,2,39,12,2,2,1,8,1,-100,-100,4,2,-100,-100,-97,-97,-98,3,-97,-100
-100,0,40,9,1,1,1,0,-100,2,1,-100,-100,3,1,-100,-100,3,2,-100,2
-100,3,60,15,1,2,1,4,-100,-100,-100,1,2,-100,-100,2,0,3,3,5,-100
-100,2,31,13,1,2,1,0,1,-100,-100,4,1,-100,-100,2,0,3,3,6,-100
-100,0,54,16,2,2,4,7,-100,3,1,-100,-100,6,40,2,0,3,2,9,-100
-100,3,29,14,2,1,2,0,-100,1,1,-100,-100,2,2,2,15,-100,2,6,-100
-100,1,81,16,1,1,2,2,-100,3,1,1,1,5,20,-100,-100,-100,1,-100,-100
-100,6,59,18,2,2,3,8,-100,3,1,-100,-100,0,12,-100,-100,-100,2,-100,3
-100,0,37,14,1,1,4,1,-100,-100,-100,4,2,-100,-100,2,-98,3,3,7,3
-100,2,30,12,2,2,1,3,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,72,20,2,1,1,4,-100,2,1,-100,-100,1,1,-100,-100,-100,2,-100,-100
-100,2,65,13,2,1,1,8,-100,-100,-100,1,-97,-100,-100,2,0,3,3,10,-100
-100,3,42,16,1,1,4,0,-100,8,1,-100,-100,5,3,-100,-100,3,2,-100,-100
-100,3,48,12,2,3,3,3,-100,6,2,-100,-100,12,-100,-100,-100,-100,2,-100,-100
-100,2,72,11,2,1,2,6,-100,8,1,-100,-100,1,4,2,0,3,2,10,-100
-100,0,-99,14,1,3,4,0,-100,2,1,4,2,2,2,-100,-100,-100,1,-100,1
-100,8,55,15,1,1,11,1,-100,-100,-100,4,2,-100,-100,2,10,1,3,6,1
-100,2,36,13,1,2,1,0,-100,2,2,-100,-100,1,13,2,0,3,2,4,1
-100,0,-99,15,2,1,4,0,-100,0,1,4,2,4,1,-100,-100,-100,1,-100,-100
-100,4,58,10,2,1,4,1,-100,-100,-100,-98,2,-100,-100,2,30,3,3,-98,-100
-100,4,64,14,1,1,10,3,1,2,1,4,1,3,2,-100,-100,-100,1,-100,-100
-100,6,50,8,1,3,1,4,2,2,2,3,2,5,24,1,-99,-100,1,8,-100
-100,2,66,10,1,1,2,2,-100,3,1,-100,-100,8,-100,-100,-100,3,2,-100,-100
-100,4,35,10,2,1,2,0,2,3,1,4,2,20,80,-100,-100,-100,1,-100,3
-100,3,64,14,1,1,11,6,-100,8,2,-100,-100,2,1,2,0,-100,2,10,-100
-100,5,54,6,1,1,2,1,2,-100,-100,-98,2,-100,-100,2,0,3,3,9,-100
40,2,34,2,1,1,2,2,-100,-100,-100,4,2,-100,-100,2,1,-98,3,8,2
-100,1,51,12,1,1,2,1,-100,2,1,-100,-100,20,-98,-97,-97,-100,2,-100,-100
-100,2,34,14,1,1,1,7,-100,2,1,-100,-100,4,5,-100,-100,3,2,-100,-100
-100,2,24,16,2,1,2,1,-100,-100,-100,1,1,-100,-100,-98,-98,-98,3,-98,-100
-100,1,66,12,1,1,2,3,-100,-100,-100,4,1,-100,-100,2,0,-100,3,-98,-100
-100,1,44,13,1,1,1,8,2,-100,-100,1,1,-100,-100,2,3,3,3,8,3
-100,4,62,12,2,1,1,7,-100,4,1,1,1,4,1,2,0,-100,1,7,3
-100,7,40,12,2,1,1,5,-100,8,1,-100,-100,2,5,-100,-100,-100,2,-100,-100
-100,2,55,13,2,1,1,6,2,-100,-100,1,1,-100,-100,2,0,3,3,10,-100
-100,3,43,12,2,1,4,0,-100,8,1,-100,-100,2,2,2,0,3,2,10,-100
-100,4,54,12,1,1,4,1,-100,3,1,-100,-100,3,7,2,15,-100,2,6,-100
-100,2,67,16,1,1,1,8,-100,2,2,1,2,0,1,-100,-100,-100,1,-100,2
-100,1,59,16,1,1,1,3,-100,2,1,-100,-100,1,8,2,0,3,2,7,-100
-100,2,55,13,2,1,1,5,-100,3,1,3,2,2,2,2,0,-100,1,9,-100
-100,1,44,13,2,2,4,-99,-100,3,1,-100,-100,1,14,-100,-100,-100,2,-100,-100
-100,2,45,13,2,1,2,1,1,-100,-100,4,2,-100,-100,2,0,3,3,8,-100
-100,2,-99,13,2,1,1,3,1,8,1,4,1,1,0,2,0,-100,1,7,-100
-100,1,-99,18,2,1,1,7,2,-100,-100,4,2,-100,-100,2,0,3,3,9,-100
-100,0,33,16,2,1,1,0,1,2,1,4,2,4,2,2,15,-100,1,7,-100
-100,5,65,14,2,1,2,3,1,8,1,4,2,8,0,-100,-100,-100,1,-100,1
-100,2,45,16,1,1,4,0,-100,2,1,-100,-100,1,0,-100,-100,-100,2,-100,1
-100,0,38,16,1,1,2,2,-100,1,1,-100,-100,1,5,2,1,3,2,9,3
-100,3,32,16,2,1,1,7,2,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,1
-100,2,-99,12,-99,2,1,7,-100,3,1,-100,-100,3,-99,-100,-100,-100,2,-100,-100
-100,0,23,11,1,2,5,0,1,4,2,4,1,2,8,1,7,-100,1,5,-100
-100,0,24,16,2,1,1,7,-100,8,1,1,2,2,2,2,20,-100,1,8,-100
-100,1,77,19,1,1,1,2,2,-100,-100,3,1,-100,-100,2,0,3,3,9,1
-100,2,54,16,2,1,4,1,-100,8,1,-100,-100,1,15,2,5,-100,2,5,2
-100,0,28,19,2,1,4,0,-100,8,1,4,2,2,40,2,15,-100,1,7,-100
-100,3,69,12,2,2,2,4,-100,4,1,-100,-100,13,-100,-100,-100,-100,2,-100,-100
-100,0,71,17,2,1,2,7,-100,8,2,-100,-100,3,1,-100,-100,3,2,-100,3
-100,3,56,14,1,1,1,1,-100,8,1,1,1,4,4,-100,-100,-100,1,-100,3
-100,3,28,12,1,1,5,1,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,3
-100,4,46,12,1,1,2,2,1,-100,-100,1,1,-100,-100,1,7,3,3,6,1
-100,0,45,12,1,1,1,2,-100,8,2,-100,-100,0,0,2,0,3,2,7,-100
-100,8,43,12,1,1,2,0,-100,-100,1,-99,1,4,10,2,30,-100,1,8,-100
-100,5,43,12,1,2,-98,0,-100,3,2,3,1,3,20,2,0,-100,1,8,2
-100,2,67,12,1,1,1,7,-100,2,1,-100,-100,2,1,2,2,-100,2,8,3
-100,1,74,12,2,1,1,0,-100,2,1,4,1,12,1,-100,-100,-100,1,-100,-100
-100,2,85,12,2,1,1,6,-100,8,1,-100,-100,10,2,-100,-100,-100,2,-100,-100
-100,2,45,16,1,1,1,5,-100,2,1,-100,-100,12,6,-100,-100,3,2,-100,-100
-100,1,50,14,1,1,-97,3,-100,2,1,-100,-100,2,10,2,0,-100,2,8,2
-100,2,28,10,2,1,1,0,-100,8,1,4,1,1,0,-100,-100,-100,1,-100,-100
-100,3,72,15,1,1,1,1,-100,2,1,-100,-100,2,4,-100,-100,3,2,-100,1
-100,1,70,16,2,1,1,5,-100,2,1,-100,-100,5,1,-100,-100,3,2,-100,-100
-100,0,69,18,1,1,1,0,-100,-100,-100,3,1,-100,-100,-100,-100,3,3,-100,-100
-100,1,69,12,1,1,1,0,2,-100,-100,3,1,-100,-100,2,0,3,3,8,3
-100,1,30,11,2,2,-99,-99,-100,1,1,-100,-100,0,0,2,0,3,2,10,-100
-100,4,76,16,2,1,1,1,-100,-100,-100,2,2,-100,-100,-100,-100,3,3,-100,2
-100,3,89,13,1,2,1,2,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-97,0,66,12,2,1,1,7,-100,2,1,-100,-100,1,0,-100,-100,-100,2,-100,1
-100,0,24,16,2,1,2,3,2,3,1,4,1,0,5,2,4,-100,1,7,-100
-100,0,30,16,1,1,4,0,-100,1,1,-100,-100,2,2,2,15,3,2,8,-100
-100,0,26,17,1,1,11,6,2,-100,-100,3,1,-100,-100,2,2,3,3,8,-100
-100,0,60,12,1,1,1,0,1,3,1,4,1,20,40,-100,-100,-100,1,-100,-100
-100,2,69,16,1,1,1,0,-100,2,1,-100,-100,1,1,-100,-100,-100,2,-100,1
-100,0,19,12,1,1,1,4,-100,3,1,-100,-100,0,1,2,0,-100,2,6,-100
-100,0,58,17,2,1,1,2,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,26,12,2,1,1,0,2,-100,-100,1,2,-100,-100,2,0,3,3,-98,2
-100,2,83,10,2,2,1,6,-100,2,1,1,2,7,-100,-100,-100,-100,1,-100,-100
-100,1,62,14,2,2,1,0,-100,3,1,-100,-100,8,4,-100,-100,-100,2,-100,3
-100,4,47,11,1,3,2,2,-100,-100,-100,4,2,-100,-100,1,20,3,3,5,-100
-100,0,22,16,2,1,1,6,-100,2,1,3,2,1,2,2,6,-100,1,9,-100
-100,0,20,14,2,3,1,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,20,15,2,1,4,0,-100,1,1,4,2,2,1,2,15,-100,1,7,2
25,0,31,15,1,1,4,0,-100,2,1,-100,-100,2,0,2,7,-100,2,5,2
-100,0,21,15,1,1,2,3,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,21,15,2,1,1,2,1,-100,-100,4,2,-100,-100,2,5,3,3,9,-100
-100,1,30,17,2,1,5,2,2,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,4,69,12,1,1,1,2,-100,8,-98,1,2,3,-100,2,0,-100,1,6,-100
-100,1,68,12,1,1,1,2,2,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,70,12,2,1,1,1,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,1
-100,0,35,14,1,1,1,1,-100,0,1,-100,-100,1,10,2,30,3,2,7,-100
-100,3,39,16,2,1,4,0,-100,3,2,-100,-100,3,80,2,30,3,2,6,-100
-100,0,-99,16,1,1,1,3,-100,8,1,4,1,1,1,2,1,-100,1,-98,-100
-100,1,24,12,2,3,4,0,1,3,1,4,2,0,0,-100,-100,-100,1,-100,2
-100,0,28,16,1,2,1,7,1,-100,-100,4,1,-100,-100,2,15,3,3,9,-100
-100,5,32,12,1,1,2,0,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,2
-100,0,32,18,1,2,2,7,2,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,0,89,12,1,2,1,0,1,8,1,-98,2,20,0,-100,-100,-100,1,-100,-100
-100,0,75,16,1,1,2,1,-100,2,1,-100,-100,2,2,-100,-100,-100,2,-100,3
-100,0,27,18,1,3,4,1,-100,-100,-100,4,2,-100,-100,2,2,3,3,8,1
-100,8,-99,12,1,2,1,0,-100,-100,-100,-98,1,-100,-100,-99,-99,-100,3,-99,-100
-100,0,22,15,2,2,1,3,-100,3,1,4,2,3,0,2,5,-100,1,7,2
-100,1,-99,12,1,2,1,0,-100,8,1,3,2,3,0,2,0,-100,1,7,-100
-100,3,70,10,1,1,4,0,2,2,1,1,2,4,1,-100,-100,-100,1,-100,-100
-100,2,-99,11,1,3,2,2,-100,3,1,1,1,3,0,1,0,-100,1,8,-100
-100,2,71,16,1,1,1,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,2
-100,1,-99,12,1,1,4,0,-100,2,1,-100,-100,1,0,1,-99,-100,2,8,-100
-100,2,64,12,2,2,1,0,-100,2,1,2,1,6,3,-100,-100,-100,1,-100,2
-100,0,66,14,1,1,4,0,1,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,1
-100,2,29,16,2,1,1,5,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,-100
-100,0,34,16,2,1,4,0,-100,-100,-100,4,1,-100,-100,2,5,2,3,8,2
-100,0,-99,12,1,1,-99,-99,-100,0,2,-100,-100,-99,-99,-100,-100,-100,2,-100,-100
-100,0,20,13,2,2,4,0,-100,2,1,4,2,0,0,2,0,-100,1,7,-100
-100,7,86,12,2,2,1,1,-100,4,1,-100,-100,0,-98,-100,-100,-100,2,-100,-100
-100,2,59,12,2,1,5,0,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,3,70,15,1,2,2,0,1,2,1,4,2,8,4,-100,-100,-100,1,-100,1
-100,3,-99,19,2,3,1,7,-100,-100,-100,1,3,-100,-100,2,3,3,3,9,-100
-100,2,57,10,1,1,2,0,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,3,73,14,1,1,4,2,1,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,3,72,13,2,1,10,7,-100,4,1,1,2,1,1,-100,-100,-100,1,-100,-100
-100,0,48,16,2,1,2,1,-100,2,1,4,1,3,10,2,15,-100,1,7,-100
-100,8,62,18,1,1,5,7,-100,2,1,4,1,4,20,1,2,-100,1,9,-100
-100,3,-99,12,2,1,10,0,-100,3,2,-100,-100,4,0,-100,-100,-98,2,-100,3
-100,1,33,16,2,1,4,0,1,-100,-100,4,1,-100,-100,-100,-100,-100,3,-100,-100
-100,0,68,12,2,1,1,2,-100,3,1,4,2,3,3,-100,-100,-100,1,-100,-100
-100,1,30,16,2,1,4,1,1,-100,-100,4,2,-100,-100,2,5,3,3,7,2
-100,2,41,15,1,2,4,2,-100,2,1,3,2,12,1,2,7,-100,1,5,-100
10,0,18,12,1,2,1,3,-100,8,2,-100,-100,2,2,2,4,-98,2,6,-100
-100,0,39,13,1,1,4,0,1,-100,-100,-98,1,-100,-100,-100,-100,3,3,-100,-100
-100,1,53,12,1,1,2,1,-97,-100,-100,-97,2,-100,-100,2,0,-100,3,-98,-100
-100,0,60,14,1,1,2,1,-100,2,1,4,2,3,28,-100,-100,-100,1,-100,-100
-100,3,78,14,2,1,1,5,2,3,1,2,3,4,1,-100,-100,-100,1,-100,-100
-100,0,69,12,1,3,2,1,-100,2,1,2,2,10,30,-100,-100,-100,1,-100,-100
-100,7,-99,12,1,1,4,0,-100,3,1,-100,-100,2,-99,-100,-100,-100,2,-100,-100
-100,0,29,6,2,1,10,1,-100,2,1,1,2,2,2,-100,-100,-100,1,-100,-100
-100,0,62,12,1,1,1,0,-100,-100,1,-100,-100,5,1,-100,-100,-100,2,-100,-100
40,0,31,16,2,1,1,6,-100,-100,-100,4,2,-100,-100,2,15,3,3,8,-100
-100,0,27,18,2,1,1,0,-100,8,1,-100,-100,1,10,2,1,3,2,10,1
-100,1,46,18,1,1,1,0,2,8,2,4,1,2,40,2,2,-100,1,8,3
-100,0,28,17,1,1,2,6,-100,3,1,4,1,2,30,2,4,-100,1,9,2
-100,0,69,12,1,1,1,2,2,2,1,1,2,2,0,-100,-100,-100,1,-100,3
-100,2,47,12,2,3,4,0,-100,8,1,-100,-100,1,0,2,0,3,2,10,2
-100,0,24,16,1,1,1,3,-100,2,1,-100,-100,3,1,2,5,-100,2,10,-100
30,0,65,17,2,1,2,1,1,8,1,4,2,24,3,2,0,-100,1,6,-100
-100,2,70,12,1,1,4,2,-100,2,1,-100,-100,2,1,2,3,1,2,10,1
-100,0,55,13,2,1,4,1,1,8,1,4,1,2,3,2,5,-100,1,8,1
-100,0,24,13,2,2,5,3,1,-100,-100,4,1,-100,-100,1,30,1,3,4,2
-100,0,35,18,2,1,4,0,1,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,-99,18,2,1,1,0,-100,2,1,-100,-100,1,0,-100,-100,-100,2,-100,-100
-100,0,30,16,1,1,4,0,-100,2,1,-100,-100,2,10,2,2,3,2,8,-100
-100,0,61,16,1,1,4,2,-100,-100,-100,4,2,-100,-100,-100,-100,1,3,-100,1
-100,1,60,13,2,2,1,1,2,8,2,1,1,4,0,-100,-100,-100,1,-100,3
-100,0,51,18,2,1,2,1,1,-100,-100,4,2,-100,-100,2,2,3,3,8,-100
-100,0,18,9,2,1,4,1,-100,2,1,-100,-100,2,1,-100,-100,2,2,-100,-100
-100,2,60,16,1,1,1,6,-100,4,2,-100,-100,4,40,2,0,-100,2,9,-100
-100,4,61,16,2,1,4,0,2,-100,-100,3,1,-100,-100,2,1,3,3,9,-100
-100,0,59,12,1,1,1,0,2,2,2,1,1,3,1,-100,-100,-100,1,-100,-100
-100,0,52,17,2,1,1,7,-100,8,1,-100,-100,4,6,1,20,-100,2,9,3
-100,3,44,12,2,2,11,8,-100,3,1,-100,-100,2,15,2,5,3,2,5,-100
-100,0,22,16,1,1,2,2,1,3,1,4,1,1,1,-100,-100,-100,1,-100,-100
-100,2,39,16,1,1,4,0,-100,3,2,-100,-100,2,4,2,28,3,2,9,-100
-100,2,54,12,1,1,4,0,-100,2,1,-100,-100,4,0,2,0,-100,2,9,-100
-100,2,36,20,1,1,4,2,-100,2,1,-100,-100,3,5,-100,-100,-100,2,-100,1
-100,0,77,15,2,1,1,7,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,2,45,16,1,3,4,0,-100,2,1,4,2,2,0,2,2,-100,1,8,1
-100,0,34,15,2,1,4,0,-100,2,1,-100,-100,4,8,2,15,3,2,7,3
-100,2,74,17,1,1,2,7,2,2,1,3,1,4,3,2,3,-100,1,8,3
-100,2,38,17,1,1,2,5,2,-100,-100,1,1,-100,-100,2,0,3,3,10,-100
-100,2,73,14,1,1,4,0,-100,2,1,-100,-100,4,2,-100,-100,3,2,-100,3
-100,2,54,16,1,1,4,0,1,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,3
-100,0,25,16,2,1,4,2,-100,8,1,-100,-100,2,1,2,17,3,2,6,-100
-100,0,55,16,2,1,1,0,-100,-100,-100,4,2,-100,-100,2,0,3,3,7,-100
-100,4,81,16,2,1,2,7,2,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,0,32,19,1,1,1,7,-100,-100,-100,1,2,-100,-100,2,3,3,3,9,2
-100,0,19,12,1,1,4,0,-100,3,1,-100,-100,4,0,-100,-100,-100,2,-100,-100
-100,4,42,17,1,1,2,7,-100,3,1,4,2,0,20,2,0,-100,1,9,2
-100,2,75,16,2,1,1,5,-100,2,1,-100,-100,3,1,-100,-100,3,2,-100,1
-100,3,43,17,1,1,1,6,2,-100,-100,1,2,-100,-100,2,0,3,3,9,-100
-100,2,55,16,2,1,1,1,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,1
-100,4,39,12,1,1,2,3,-100,4,1,2,1,1,1,2,0,-100,1,9,-100
-100,1,39,19,1,1,4,1,-100,3,1,-100,-100,1,10,2,10,-100,2,8,-100
-100,5,81,6,2,1,1,2,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
-100,0,22,13,1,1,4,1,-100,2,1,-100,-100,2,0,2,0,-100,2,9,2
-100,0,20,12,1,3,1,3,2,8,1,-98,2,0,14,2,0,-100,1,-98,-100
40,0,34,12,2,1,2,0,-100,-100,-100,4,2,-100,-100,2,30,3,3,3,1
-100,1,24,12,2,3,2,1,-100,-100,-100,1,2,-100,-100,2,0,3,3,8,-100
-100,0,25,11,1,1,4,0,2,8,2,4,1,0,0,-100,-100,-100,1,-100,-100
-100,0,26,12,1,1,4,0,-100,-100,-100,4,1,-100,-100,2,5,3,3,7,-100
-100,0,26,12,1,1,4,0,-100,1,1,4,2,3,40,2,5,-100,1,6,-100
-100,0,61,20,1,1,4,0,-100,2,1,-100,-100,2,14,2,0,-100,2,8,1
-100,0,29,16,1,3,7,0,-100,-100,-100,4,2,-100,-100,-100,-100,-100,3,-100,-100
-100,2,74,16,2,3,1,4,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,31,16,1,1,4,0,-100,8,1,4,2,0,15,2,5,-100,1,6,2
-100,0,21,15,2,2,4,1,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,0,22,11,2,1,4,0,-100,0,1,4,2,3,0,2,15,-100,1,5,-100
-100,0,32,12,2,-100,1,0,-100,2,1,-100,-100,4,10,2,-97,-100,2,6,-100
-100,2,69,12,2,1,1,4,-100,4,-98,-100,-100,12,0,-100,-100,-100,2,-100,-100
-100,6,79,16,1,1,1,1,-100,3,1,-100,-100,6,5,-100,-100,-100,2,-100,1
-100,4,46,13,1,1,1,7,-100,4,1,-100,-100,2,2,2,5,-100,2,9,-100
-100,5,53,18,1,1,1,6,-100,8,1,-100,-100,1,30,2,0,-100,2,9,-100
-100,3,62,12,1,1,1,7,2,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,1
-100,2,39,16,1,1,1,5,-100,8,2,-100,-100,3,1,-100,-100,-100,2,-100,-100
-100,7,67,16,2,1,1,7,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,38,17,2,1,4,1,-100,-100,-100,4,1,-100,-100,2,15,3,3,8,2
-100,3,50,11,1,1,1,2,-100,-100,-100,4,1,-100,-100,2,5,3,3,9,2
-100,0,46,20,2,1,4,0,-100,8,1,-100,-100,1,5,2,0,-100,2,9,1
-100,0,47,20,1,1,1,0,1,0,1,4,1,3,0,-100,-100,-100,1,-100,1
-100,2,75,14,2,1,1,1,-100,2,1,4,2,4,2,-100,-100,-100,1,-100,1
-100,0,19,12,1,1,1,4,-100,3,1,-100,-100,2,0,-100,-100,3,2,-100,-100
-100,3,55,15,1,1,1,8,-100,3,1,-100,-100,1,5,2,0,-100,2,10,-100
-100,2,32,16,1,1,1,2,-100,-100,-100,4,2,-100,-100,2,2,3,3,10,1
-100,2,25,12,2,1,1,6,-100,8,1,-100,-100,4,0,2,3,-100,2,9,-100
-100,0,29,10,1,1,4,3,2,2,1,1,2,0,1,2,0,-100,1,9,3
-100,0,55,12,1,1,1,4,-100,2,1,-100,-100,6,0,2,7,3,2,7,-100
-100,2,60,14,2,1,1,7,2,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,1,44,12,1,1,1,1,-100,2,1,-100,-100,1,10,2,0,3,2,9,-100
25,0,33,12,1,1,1,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,8,-100
-100,2,61,14,2,1,11,2,-100,2,1,4,2,4,3,2,0,-100,1,8,-100
-100,2,42,17,2,2,1,7,-100,-100,-100,1,2,-100,-100,2,3,3,3,8,-100
-100,3,57,8,2,1,1,2,-100,8,2,-100,-100,3,0,-100,-100,3,2,-100,-100
-100,0,20,12,1,1,4,0,-100,1,1,-100,-100,4,1,2,0,3,2,4,-100
-100,2,35,16,1,1,2,1,2,2,1,4,1,1,2,2,1,-100,1,9,3
-100,3,41,17,1,1,1,8,-100,2,2,-100,-100,2,20,2,0,3,2,9,2
-100,7,-99,19,2,2,1,1,-100,8,1,4,1,3,3,-100,-100,-100,1,-100,2
-100,4,24,-99,2,3,2,5,-100,2,1,-100,-100,1,-100,-100,-100,-100,2,-100,-100
-100,0,42,16,1,1,4,0,1,3,1,4,1,4,2,2,15,-100,1,8,-100
-100,0,24,16,2,1,4,3,-100,2,1,-100,-100,5,30,2,4,-100,2,8,2
-100,0,71,12,2,1,13,0,-100,8,1,4,2,6,3,-100,-100,-100,1,-100,-100
-100,0,45,15,1,1,1,3,2,8,2,1,2,3,0,2,0,-100,1,6,3
-100,0,23,9,1,1,5,0,1,-100,-100,4,2,-100,-100,2,5,1,3,-98,-100
-100,0,37,16,2,1,4,0,-100,-100,-100,4,2,-100,-100,2,4,3,3,8,1
-100,2,78,11,2,1,1,7,-100,2,1,-100,-100,15,1,-100,-100,3,2,-100,-100
-100,2,73,19,1,1,1,0,-100,8,1,-100,-100,2,0,-100,-100,3,2,-100,2
-100,0,24,12,2,2,4,2,-100,3,1,4,1,3,5,2,2,-100,1,9,-100
-100,3,45,16,2,1,1,0,1,8,1,4,2,1,0,2,0,-100,1,-98,1
-100,2,37,17,1,1,2,7,-100,2,1,1,2,1,8,2,0,-100,1,-98,-100
-100,2,39,14,1,1,1,0,1,2,2,4,2,4,2,2,3,-100,1,8,-100
-100,0,27,18,2,1,2,3,-100,2,1,-100,-100,1,4,2,24,3,2,7,1
-100,0,-99,20,1,-100,1,6,-100,8,1,-100,-100,2,4,2,-97,3,2,10,-100
-100,0,34,15,2,1,4,0,-100,2,1,-100,-100,3,40,2,5,-100,2,8,-100
-100,0,65,16,2,1,4,1,-100,-100,-100,4,2,-100,-100,2,2,3,3,8,-100
-100,0,28,14,1,2,4,2,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,26,16,2,1,1,2,-100,3,1,-100,-100,3,8,2,5,3,2,8,-100
-100,0,-99,16,2,1,1,6,-100,8,1,-100,-100,1,0,-100,-100,-100,2,-100,-100
-100,0,28,16,2,1,2,1,-100,-100,-100,4,2,-100,-100,2,6,3,3,9,-100
-100,2,68,16,2,1,2,7,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,4,70,15,1,1,2,2,1,2,1,4,2,8,0,-100,-100,-100,1,-100,-100
-100,2,66,13,2,1,2,2,1,2,1,1,2,4,6,2,0,-100,1,9,1
-100,1,45,12,2,1,1,7,2,4,1,4,2,0,18,-100,-100,-100,1,-100,-100
-100,1,62,12,1,1,2,0,-100,2,1,-100,-100,4,-100,2,0,-100,2,8,-100
-100,4,55,14,2,2,1,5,-100,8,1,-98,2,3,0,-100,-100,-100,1,-100,-100
-100,0,49,9,1,1,2,0,-100,3,2,4,2,10,1,-100,-100,-100,1,-100,-100
